0;0;0;0;land;false;unknown;0
1;1;78;1;land;true;plains;1
2;1;8;1;land;false;plains;1
3;1;38;1;land;false;plains;1
4;1;16;1;land;false;plains;1
5;1;94;1;land;false;plains;1
6;1;113;1;land;false;plains;1
7;1;72;1;land;false;hills;1
8;1;82;1;land;false;mountain;1
9;1;12;1;land;false;mountain;1
10;1;118;1;land;false;mountain;1
11;1;79;1;land;false;mountain;1
12;1;19;1;land;false;mountain;1
13;1;84;1;land;false;mountain;1
14;1;28;1;land;false;mountain;1
15;1;110;1;land;false;mountain;1
16;1;10;1;land;false;mountain;1
17;1;33;1;land;false;mountain;1
18;1;88;1;land;false;plains;1
19;1;7;1;land;false;plains;1
20;1;64;1;land;false;plains;1
21;1;30;1;land;true;plains;1
22;1;108;1;land;false;plains;1
23;1;92;1;land;true;plains;1
24;1;29;1;land;false;hills;1
25;1;85;1;land;false;plains;1
26;1;36;1;land;false;plains;1
27;1;61;1;land;true;plains;1
28;1;49;1;land;false;plains;1
29;1;86;1;land;false;plains;1
30;1;76;1;land;false;plains;1
31;1;95;1;land;false;plains;1
32;1;91;1;land;false;plains;1
33;1;105;1;land;false;plains;1
34;1;77;1;land;false;plains;1
35;1;66;1;land;true;plains;1
36;1;98;1;land;true;plains;1
37;1;81;1;land;false;mountain;1
38;1;2;1;land;false;plains;1
39;1;57;1;land;true;plains;1
40;1;18;1;land;true;plains;1
41;1;20;1;land;false;plains;1
42;1;112;1;land;false;plains;1
43;1;102;1;land;true;plains;1
44;1;55;1;land;true;plains;1
45;1;35;1;land;true;plains;1
46;1;24;1;land;false;plains;1
47;1;34;1;land;false;plains;1
48;1;96;1;land;false;plains;1
49;1;13;1;land;true;plains;1
50;1;59;1;land;true;plains;1
51;1;69;1;land;true;plains;1
52;1;87;1;land;false;plains;1
53;1;80;1;land;false;plains;1
54;1;90;1;land;true;plains;1
55;1;71;1;land;false;plains;1
56;1;117;1;land;true;plains;1
57;1;107;1;land;false;plains;1
58;1;9;1;land;false;plains;1
59;9;84;1;land;true;plains;2
60;23;113;1;land;true;plains;2
61;2;213;1;land;true;plains;2
62;1;46;1;land;true;plains;1
63;3;116;1;land;false;plains;2
64;25;124;1;land;true;plains;2
65;1;116;1;land;false;plains;1
66;1;26;1;land;true;plains;1
67;2;197;1;land;true;plains;2
68;10;205;1;land;true;plains;2
69;15;224;1;land;true;plains;2
70;9;101;1;land;true;plains;2
71;4;213;1;land;true;plains;2
72;1;75;1;land;false;plains;1
73;14;203;1;land;false;plains;2
74;8;32;1;land;true;plains;2
75;8;33;1;land;true;plains;2
76;1;22;1;land;false;plains;1
77;1;56;1;land;false;plains;1
78;18;32;1;land;true;plains;2
79;26;248;1;land;false;plains;2
80;12;85;1;land;false;plains;2
81;24;32;1;land;false;plains;2
82;19;61;1;land;false;plains;2
83;17;250;1;land;true;plains;2
84;27;35;1;land;true;plains;2
85;1;48;1;land;true;plains;1
86;6;119;1;land;false;plains;2
87;10;114;1;land;false;plains;2
88;11;170;1;land;false;plains;2
89;12;243;1;land;true;plains;2
90;9;61;1;land;false;plains;2
91;16;96;1;land;true;plains;2
92;6;211;1;land;true;plains;2
93;26;84;1;land;true;plains;2
