1;4532;9.900000;1259;small
2;2911;9.900000;955;small
3;4702;9.900000;1449;small
4;4822;9.900000;1444;small
5;3870;9.900000;699;small
6;4370;9.900000;1696;small
7;3529;9.900000;798;small
8;3858;9.900000;1090;small
9;3163;9.900000;959;small
10;1061;9.900000;1281;small
11;909;9.900000;1810;small
12;4239;9.900000;942;small
13;3101;9.900000;1231;small
14;4167;9.900000;1137;small
15;728;9.900000;1723;small
16;884;9.900000;1644;small
17;5118;9.900000;1025;small
18;4829;9.900000;1618;small
19;1590;9.900000;1621;small
20;4041;9.900000;1375;small
21;3281;9.900000;866;small
22;3796;9.900000;1411;small
23;3019;9.900000;1070;small
24;1424;9.900000;2010;small
25;1194;9.900000;765;small
26;1370;9.900000;985;small
27;1254;9.900000;1635;small
28;2638;9.900000;1033;small
29;1684;9.900000;460;small
30;3345;9.900000;1056;small
31;1317;9.900000;1675;small
32;847;9.900000;526;small
33;5024;9.900000;350;small
34;3985;9.900000;1762;small
35;5367;9.900000;1759;small
36;4931;9.900000;1381;small
37;3376;9.900000;1327;small
38;1008;9.900000;1511;small
39;3984;9.900000;1491;small
40;4478;9.900000;1533;small
41;2348;9.900000;1315;small
42;1230;9.900000;560;small
43;2132;9.900000;403;small
44;3751;9.900000;853;small
45;856;9.900000;1885;small
46;2525;9.900000;1226;small
47;630;9.900000;1994;small
48;1509;9.900000;472;small
49;1254;9.900000;820;small
50;5427;9.900000;1655;small
51;4647;9.900000;703;small
52;4437;9.900000;1158;small
53;5123;9.900000;1772;small
54;5419;9.900000;756;small
55;4435;9.900000;1088;small
56;4714;9.900000;1730;small
57;3229;9.900000;587;small
58;5496;9.900000;1044;small
59;621;9.900000;850;small
60;4208;9.900000;921;small
61;2955;9.900000;933;small
62;1448;9.900000;743;small
63;5151;9.900000;644;small
64;4270;9.900000;1204;small
65;1576;9.900000;271;small
66;1027;9.900000;1298;small
67;5139;9.900000;1104;small
68;1744;9.900000;1985;small
69;5273;9.900000;548;small
70;1677;9.900000;1428;small
71;4166;9.900000;1430;small
72;4647;9.900000;1739;small
73;2721;9.900000;1085;small
74;4240;9.900000;1638;small
75;1466;9.900000;1953;small
76;3619;9.900000;1128;small
77;3458;9.900000;1422;small
78;2649;9.900000;543;small
79;4114;9.900000;1646;small
80;1980;9.900000;1179;small
81;1799;9.900000;1140;small
82;1395;9.900000;1365;small
83;3863;9.900000;1593;small
84;1701;9.900000;696;small
85;1201;9.900000;2046;small
86;4403;9.900000;441;small
87;4576;9.900000;851;small
88;1551;9.900000;1761;small
89;3411;9.900000;462;small
90;1886;9.900000;346;small
91;1965;9.900000;1010;small
92;4850;9.900000;882;small
93;4880;9.900000;1135;small
94;796;9.900000;998;small
95;4311;9.900000;561;small
96;4843;9.900000;413;small
97;1568;9.900000;1458;small
98;1898;9.900000;1775;small
99;4802;9.900000;596;small
100;3734;9.900000;968;small
101;5084;9.900000;1704;small
102;4803;9.900000;693;small
103;5457;9.900000;1189;small
104;1368;9.900000;1768;small
